"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Congo, République du","COG","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8043576940536","21.3437333806063","30.2681501249883","16.9609629869799","16.9452845123056","17.4482326822619","17.7320636392317","29.3999801297102","26.4986662591128","24.6048323037448","26.3364600486605","22.5192405516546","27.4008379879879","27.2576778714266","31.0317710399604","32.5966663360496","33.840977567101","25.762636858504","24.9166835462239","28.5726176426383","25.9007351106639","","","",
"Colombie","COL","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.3722179680301","42.2280894287067","45.0072959677038","","","20.1810664548139","","","","","18.3588265884608","18.7709914797218","18.3614925469826","23.026643541949","11.2504733839177","7.82903341843354","9.61090504924421","11.140376972923","10.7067874762732","11.3825818200372","13.3584008075432","10.6095546734081","10.6721346459045","9.53957487658297","9.47059827994553","9.82876909591071","",
"Comores","COM","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.2895687787162","35.7928638404644","34.9549990178889","35.1146161932876","40.4898127403422","41.3459579231787","40.5858659386108","42.2104088429606","43.1304402082889","41.8406142051167","38.3002088734061","38.4976224744577","38.2067900055262","41.9054351220917","39.7105312713852","39.8532652929836","","","","",
"Costa Rica","CRI","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","55.6962025316456","54.2713567839196","","55.3254437869823","51.0588235294118","49.8387096774194","50.8152173913043","51.4541387024609","52.7589545014521","47.6249228871067","41.3716814159292","39.2156862745098","39.8601398601399","32.8373181742184","38.4848068197443","44.414336740978","45.4265060240964","45.3190314693588","43.6926110802983","42.3521945027584","40.9233918350328","35.735212605907","38.2742227083008","37.0138201546978","37.3636001592991","38.4305102123412","39.0099339585993","39.8644473433837","39.1801030307085","40.8851520226175","42.8588994774055","42.5884467685268","41.4127376054892","41.9553379945946","41.6224940165751","43.9583386812765","45.575507780005","47.9504609962177","49.1556558024183","47.6604840186184","47.5212523325731","46.2277811848879","43.4131156959354","45.1547933453276","46.932111974501","41.3834352467506","31.6136436352355","30.8144961117489","28.9649441831927","27.9490653436134","26.7645514392497","",
"Petits états des Caraïbes","CSS","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6291472244949","37.7978653577238","36.9534394292944","32.9711217284681","31.4780549831192","21.7312385823895","26.2562443588529","21.4896831563498","25.5674382361462","24.102061522852","","24.2462344361044","27.1015651101705","24.5121336746922","28.5774237812311","32.2605513854894","30.8763063297636","32.874326725663","32.1341436869829","","","","","",
"Cuba","CUB","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Caïmans","CYM","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chypre","CYP","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","44.8535745047372","40.9471649484536","39.784946236559","40.1674179008371","38.7641749595002","38.2808545104789","37.6767004822884","40.9780537717874","38.9804132009658","39.7888105062336","39.0750939129801","35.483034737024","37.5371669004208","36.3081654926085","38.8564789637613","36.0209316642725","33.995876437821","32.7387959812287","30.669850112747","31.3412279730943","30.25491197011","31.8660068202612","32.533007694144","38.5931993959087","39.0363275811147","38.4603588406686","35.375166002656","35.8051777095217","35.3974279077673","33.8246302367001","33.4449033850828","34.1736974689112","34.2355706249518","32.9038357171618","33.2763607678149","33.1641234213021","32.5759255154068","33.7022805660105","32.8617526099336","32.4906490913683","26.0440417032057","30.0471453607484","24.4612565621592","28.452754590985","29.2026367322172","29.5097737931403","26.3915885194658","28.3507385663711","27.8618262906476","27.0663016216423","27.808009839915","27.2204810875368","",
"République tchèque","CZE","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22740246868111","9.87098295412595","9.40260545823487","12.5691064731613","13.3311544730026","11.7106058828308","13.3496866186948","12.8634986700203","13.036318455813","13.8061533610935","11.4797851171319","11.9314425879964","12.5268415435274","12.758531125371","12.5188077997016","12.5735566247224","12.4106529408029","12.1269234981557","11.4169807691088","11.1923602366216","11.7973682473166","11.7058445780414","11.9787664741192","12.4044571732592","13.2206442691102","13.7139821063098","13.7271383960466","12.6721460471247","12.4791105527206","12.1241448782475","","",
"Allemagne","DEU","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","12.0176348547718","11.9855826261521","11.7458455522972","10.8452896589064","10.2669850227914","10.0734035454202","9.90557052276381","9.76618337757808","9.44605350179024","9.27467049678946","9.00104476412441","8.99137813055973","8.62375138734738","8.68547980706932","8.72623078926806","8.68219633943429","8.50275206006809","8.54130542482043","8.2051427196694","6.42633419615544","6.41670685866242","6.30782049071999","6.12106047882641","4.94477615417445","5.89481941373819","5.86919311153","5.78196907477576","6.42034509427936","6.40591905766144","6.20395909683824","6.17118426701083","6.10365194110125","6.14715510094023","6.0688094455998","6.11459867156192","6.10664004915234","6.18186833055724","6.13587639872752","5.95836350923831","6.22471568567755","6.29869321261242","6.29109092249118","6.31843387717972","6.30406231344683","6.28202217542221","6.26700130525933","6.35081911703886","6.38610495780002","5.92300680074218","5.67905287387008","5.71857956640974","","",
"Djibouti","DJI","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominique","DMA","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Danemark","DNK","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","20.7020682897736","21.2924323890538","20.2515322773223","20.4601205737648","18.798360838399","17.9432803349119","17.0143078779521","16.006212813517","13.7842335159121","13.6179067812275","13.3075236954801","12.9479427142532","12.4517157087675","12.5117043550247","12.5098344615508","12.9601484694813","13.1174034899934","12.7844362809874","12.4012129252345","12.0237159972503","11.6927938551851","11.5303798280508","11.3225652478218","9.77070708742995","9.71967191068357","9.76015452979876","9.92478970480308","10.4643502472071","10.3412737261378","10.4096722903907","10.5999078980841","10.5286937819797","10.2583853458131","10.1871786817915","10.364249008072","10.8534885556148","10.8053298531704","10.4565996887308","10.3163453834549","10.1161343023401","9.73965055341851","10.1608850111528","10.0850916429588","10.0858801762136","10.2613458995659","10.2632548648089","10.461968236649","10.7594674864726","9.74998779229923","10.2429640018949","10.7238202819254","10.963187619471","",
"République dominicaine","DOM","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","62.7989371124889","59.9280862964443","50.9399636143117","55.4302670623145","49.2937165124209","","49.9513145082765","45.0355479284138","47.4011359982853","50.418147606105","55.992076592935","50.1431024613623","51.7670439816815","43.8269768548819","41.7240690825597","42.8165306659647","37.9509147127029","41.2351649573362","48.1905403130786","38.5663343279237","34.2612419700214","31.7291814107101","36.005210771642","41.2571331747847","40.8914484064374","43.4091811639135","46.3420339817779","44.3150321244624","49.4498374388226","48.2965074975704","48.5305201765117","45.1590300853217","28.215429243302","34.4349395036938","33.0382917283961","34.4607137852003","31.3166690911856","35.6833219986575","37.2063913066333","36.7754855834522","32.0028862681988","37.9851899154027","36.6689850931731","37.9983970344015","36.2608981837814","35.6677299684891","38.6414890977728","34.6288882566161","30.4133585743992","32.7029219352788","33.8722955950317","34.3175743557683","",
"Algérie","DZA","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asie de l’Est et Pacifique (hors revenu élevé)","EAP","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.779249101802","32.3588142414131","","","","","34.267468852495","35.48689961533","35.74739080359","33.4039376704053","29.5233126066272","28.4661054222838","27.3225266393764","28.0359210456317","27.4766607936583","26.8998504666466","26.3209004189039","25.8417676362012","27.3539663772391","26.0907365553125","27.3299524623388","","",
"de dividende précoce démographique","EAR","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8114684334416","28.5258327681502","","","","34.4491087281851","35.8458802231673","36.7054238298894","36.629838792321","35.7523371911213","37.104433924592","34.778029075356","36.4070708812393","35.4041045691723","35.7677816959816","35.9403204070418","35.1083795276106","33.0535869377219","33.0494705847581","29.8494485301635","","",
"Asie de l’Est et Pacifique","EAS","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3411945574851","29.4831026822952","","","","","27.2201158843083","27.6908071667281","30.3934225892765","27.174847924419","27.6074557240654","25.931156958419","24.1642736986605","23.8387085772076","24.3516618099717","24.2879426608803","24.8336034524537","24.4513685217292","20.7122940558501","20.3594568642317","21.1787104500599","","",
"Europe et Asie centrale (hors revenu élevé)","ECA","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3526269133725","18.2105854962498","17.9012234454675","17.777013270793","16.0335286590889","15.8918924447309","15.5850065350906","15.5384620582691","15.3299709712149","15.2192949705905","16.1957007117607","16.2031164170896","15.7516535251852","16.4996149264334","17.9471737349014","20.3935169946909","",
"Europe et Asie centrale","ECS","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2359295655889","11.2664494096698","11.1212654563835","12.5691064731613","12.9302400128221","11.8641852449628","12.7105634853635","12.953703897408","13.2898547932361","14.6508376796639","15.2360366191973","15.1256511263477","15.4669040315738","15.6202670107141","15.5112408347067","16.1420970669025","15.7748741876864","14.2985452054364","14.9453716971529","14.8367148372068","15.2484392553634","15.0544743600939","14.4182906654995","14.7758405083449","15.1598529899403","15.7356447516374","15.7077597248437","14.9041089801629","15.173409495217","15.2468324881502","15.6054132560615","",
"Équateur","ECU","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6472971660893","26.4780082603608","28.8212581319189","28.2138043276935","30.3598606544529","28.7331311712206","28.9944988102763","30.9142661624431","29.218477756156","28.5822889074061","","",
"Égypte, République arabe d’","EGY","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","19.4506310319228","21.8206614387999","22.7324913892078","24.7129579004921","20.2116832892326","","20.9265858873842","19.3238570879754","22.2354813046937","22.1545901776036","23.985626590807","22.5264107188869","24.0162297932633","23.3476394849785","25.269483926357","26.5572918921259","23.4256517069678","17.4275310140515","20.2603143418468","20.6672811059908","22.0305010893246","22.7260227438166","23.8588921825773","","","","","29.8487079152299","29.9273527117857","28.8362362929984","28.4848361572727","23.3505384887529","24.1411459077079","23.4000487367344","24.5538081271266","24.8047398857874","24.3359516229823","25.9035555287296","24.2144217559896","25.7881597137745","27.19721169464","","","","","","","","","",
"Zone euro","EMU","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","17.771013814095","15.6061620897521","14.9085037674919","15.6925096637736","15.3050433611181","15.1644141292444","17.0583650108914","19.8169793909567","19.3758551045671","19.0330759479082","18.8218617105056","18.4224611941025","15.2793213335781","15.2130858728843","15.1723213015952","15.3858224415804","13.6312951888778","11.5553120282511","12.6653842773866","12.2131094711566","13.7685250529287","16.8504555319077","17.2774202740084","16.191855616983","16.8353349805061","16.8936812891243","16.2823366224109","16.2855855837797","15.7852034065981","15.4782985410488","15.3487463430607","17.3632838078428","17.2510726541535","17.1595134225017","16.6462714963847","16.151641675856","14.2985452054364","15.4307669458571","15.6925084839669","15.3975746816481","15.741553606972","15.6128629346047","16.2716765151873","16.5205481820396","16.125008625145","16.3014819415601","15.1882948829798","15.312237276009","15.0820689168866","16.0793018885833","",
"Érythrée","ERI","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Espagne","ESP","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","32.4013157894736","32.0215633423181","31.9313118139332","31.9901676762356","33.7133433713343","34.0916157114727","32.6808279711606","32.4334319526626","33.3722589853379","32.1299310282034","28.448976706373","26.7512836435788","24.7388948511898","18.7936487020687","17.6346052061781","20.1522807741226","20.4465427054497","20.4476340235109","14.2500046751984","13.334402371052","12.6653842773866","12.1172052907446","11.2518647542692","","","","","","","","","","7.69144053466463","7.94402489888776","7.87849954254346","7.775746496039","7.71150376837831","7.40391362867694","7.56031791924568","7.54308340707633","6.05407627938142","6.85642396603239","6.85925810300037","7.06462952947539","6.88568251396878","6.76046895694687","6.61411017103395","6.58399316490656","5.95954433078794","5.88580326360786","5.9724393253805","5.91292410276525","",
"Estonie","EST","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.25305909919292","","","","19.6728957278541","19.2385695394737","19.4830619889932","19.3785435869326","21.240845425877","21.8850808826387","17.9000374787497","18.3988270629807","18.5283091493081","18.2292718251954","18.0422034172271","17.2510726541535","17.8118874606812","17.6341060650344","16.151641675856","16.1553574223531","16.3649730687232","16.1999413668995","16.3906587296367","17.0115917041106","16.6176421039555","16.555548119999","16.5323136338639","16.125008625145","16.3014819415601","15.4101167238172","15.6068214013221","15.921928364796","16.5807145664416","",
"Éthiopie","ETH","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1141616714769","56.6868479377264","44.5936669949563","47.3584236652821","41.1757624398074","39.6806415306697","41.1080517313308","31.7993264630639","25.6860490773322","21.7541153732636","","23.2793542615321","16.0806149004418","16.9595857409852","13.7512395523445","12.3431842001217","21.3825666051383","27.4687279212899","15.8532668151171","14.9712830476246","14.4643490048065","12.8011160997175","10.2635467785654","9.33908955436653","9.86932587791604","10.8058100633335","10.5102313753435","11.1102815307419","11.7646205733356","12.0885877508183","13.6703248724984","12.9158363324983","14.1236362859867","14.8324838266639","",
"Union européenne","EUU","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","15.2639106957328","14.9168734264257","13.4615384615385","13.6179067812275","13.3075236954801","12.8957528957529","12.4517157087675","12.5117043550247","11.4333563867268","11.7314056821724","12.8424523586442","12.7369115066015","12.4012129252345","10.1906038066069","11.7794876126128","11.484753743351","11.3017996564461","12.6563453341479","13.4834162016945","13.9402861743097","15.7585619485902","14.0241132084709","14.481686982033","14.591986647488","14.7761116536963","15.0928701794993","15.1256511263477","15.5463647312608","15.662683313126","16.0567863054981","15.2801015146623","14.8957389351517","14.1890759168589","14.0943202429195","13.9594682302872","14.7918362678815","14.3999723576011","14.2722619108869","15.5588783415012","15.8316825858987","15.9398062292096","15.9529797784878","15.1540279481524","15.2594665301378","14.9693896947842","15.577889210725","",
"Fragile et les situations de conflit touchées","FCS","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.368798676742","","29.9716370809974","33.7425393133069","37.8291961450267","39.4252678775096","36.5902610040963","40.6224862906416","","","","","",
"Finlande","FIN","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","14.9972286008394","14.6547643200108","13.6781957928803","12.9301978350131","12.9449423815621","12.3136123136123","12.0878558263363","11.8236339404709","11.882864963863","11.9507938680536","11.753769282166","10.8661298818572","11.0259337791551","10.7072405988496","10.3568783119029","10.5880318228987","11.0041615044951","10.8120314992752","10.2075931410859","9.32606374009331","8.38348552219962","7.44695298707016","7.11063845392203","8.14101308011102","8.49319654582743","8.6686487991762","9.12621738158302","9.15964581393843","9.4938377784215","9.34785947879153","9.22051596824462","9.33905791926346","9.25107454664142","9.2217011669993","9.05735913071135","9.04052554076318","9.04604307024851","8.81052531881388","8.58828416191425","8.40828340551805","8.27838629614019","8.27403237353322","8.11223598905627","7.92937198968578","7.61528877152806","7.48990462763911","7.81766073391471","8.06220865479655","7.57460670219666","7.85781942287066","8.06787892626564","7.15355664043688","",
"Fidji","FJI","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0321288527217","53.190163662042","50.9230520820252","45.6024841148903","46.8797670226044","46.136005070187","40.3281862866789","","","","","","","","44.0809188689016","42.1746531346352","44.7654646845734","44.5610525121209","45.0323956268397","42.4667011307364","38.3667928153298","36.7211021713005","35.7882718875059","32.2280719869436","31.5395330306414","30.9008497585608","31.5771023358982","31.1802492184778","29.9228724351175","30.4583656489502","31.1289298075126","28.6852227489418","27.884034063797","27.6504492266461","",
"France","FRA","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","18.2792207792208","18.4949348769899","17.771013814095","17.6357335386985","17.5223583968201","17.6881642160432","17.0965732087227","16.5012942191544","20.6551915602443","19.8169793909567","19.3758551045671","19.0330759479082","18.8218617105056","18.4224611941025","17.9151748829524","17.5513922043224","17.1041296399604","17.1842976509538","17.1638741315897","16.8485059068798","16.6780255087138","16.5527552328065","16.4606510094767","21.2690476887657","21.4899491243277","21.2485737320368","21.5204350919003","21.4724983452954","21.6915999037885","21.291194467159","21.023379894916","20.9469605969176","20.7064284875776","20.5672862386092","20.1823679428699","19.6957633948883","19.2255033496342","18.980956991254","18.2041641911948","18.6123348486679","18.4181632127882","18.1845055889427","18.118025783576","18.0437044466272","18.0903467873007","17.9685999514286","18.1601698182377","18.2237029099161","17.3971007688282","17.2227268197675","17.3470190266216","17.5868831234279","",
"Îles Féroé","FRO","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronésie, États fédérés de","FSM","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7047177574416","36.3097763696862","36.1772770036806","36.5714197804465","32.1266923461557","31.0257575901949","29.3682730653891","27.8538381186154","28.0977851484218","24.9499726047959","24.0744502712588","25.1781153921361","26.1808757258323","","","","",
"Gabon","GAB","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.055611684799","38.9498655392477","42.683813257119","48.9070718773869","51.4766498396554","53.9536418915202","54.6274057999956","51.4574294256193","47.0441121483069","45.0362023926427","","","",
"Royaume-Uni","GBR","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","16.5803624775941","16.0247076990955","16.4506888555449","16.0860732826725","15.5856543304082","14.3699350923686","13.7638217572668","13.5282092052585","14.0864133263925","13.4754374659198","12.8974167349475","13.1010341817205","12.6064629258517","12.5231761974977","12.6039939241071","15.2943512359774","15.7417164635878","16.3502919694995","15.1117868447945","14.0410579043343","12.841045180211","11.2359295655889","8.79967573475392","15.5291133314988","15.5855577039164","15.8553055836081","15.6277242419245","15.2568719839428","15.0657302263123","15.7822235301281","15.4876574366439","15.3672289654105","15.6586528066024","15.4386919231125","15.6722617171624","15.5141176093856","14.5330842669517","14.5197153650387","14.075044367447","14.4599764484486","14.567681449631","12.7028630870515","13.12655309966","13.1159400618926","13.4404674945215","15.1768889901228","15.7166856700006","16.2565684397898","14.3412057793761","15.1401232061673","15.4115960594138","15.6054132560615","",
"Géorgie","GEO","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.94614939200926","12.4573631914578","12.9141607435757","13.5575468404515","11.8414242832005","8.42844600526778","9.08751632767307","9.74675833260813","10.5309521902779","12.0065958981758","13.3198829021283","13.9757320621556","13.5905057875062","16.2072454250164","16.71875","17.9012234454675","16.765188018479","15.4975337448681","20.4087326497873","19.2022107413192","22.487062882233","21.50550970758","19.7662272170593","16.5244944989593","15.3281056541478","13.4837606364197","12.7018814014867","12.5881323374815","14.3567363172383","",
"Ghana","GHA","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8159360092357","45.9783154140725","41.6856674463901","39.6741778662411","40.1142011259896","42.2566080733204","37.5148557633728","34.6307486038751","39.9459767845139","35.7251166542665","38.3950024423137","35.4490626974435","39.4949451223922","36.2348566916844","38.0042675476406","35.2683084761403","36.7825654526351","36.10657945313","35.587870798605","32.9587841182815","33.0494705847581","28.3036438490991","","",
"Gibraltar","GIB","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinée","GIN","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3389557430386","37.1699751371404","39.4624614917258","46.6201033362435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambie","GMB","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6790604371253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinée-Bissau","GNB","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3643827304561","45.1784205567636","48.6028141634974","42.4270737509649","48.21391869885","47.4528967734495","38.4356076791772","",
"Guinée équatoriale","GNQ","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8901713885974","24.4512777505999","15.3243017663483","20.463701794274","17.141807253308","15.9457814351431","12.2411075851118","12.5600823680975","14.7402284853697","17.3502952607909","20.3146367438742","20.3604892889409","23.3831822446003","24.9342057939788","27.9642652950479","27.7607378303805","21.7010935415262","","",
"Grèce","GRC","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","57.8598601055344","53.2402982221374","52.4756053487532","54.6803443854186","49.0537780803267","49.3145623175554","36.1955327718784","36.247271283985","33.9043540328338","33.458828898206","24.9402040384647","30.1882358865046","29.8961147999456","29.8548612143326","27.8097936188931","25.8364397507878","26.0371859187588","24.2236845314063","21.9654544484827","","","","","20.8850410627448","19.5721073966752","21.9906963467286","21.5816920526581","22.031411647548","22.0074980578486","21.9720291173702","23.237081923831","22.5841354142724","23.2656020146481","23.4943184252638","22.8263029788889","22.1750856090867","21.4720819622219","22.3765237437938","21.525290399704","20.3983701060087","20.1636871997431","17.3778771207987","21.8651952419627","20.5703750551448","21.7404350265761","21.9295813194058","21.4265921399205","21.4080002678197","19.3762625964436","18.6632293708637","18.0575660028622","18.4664967300176","",
"Grenade","GRD","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenland","GRL","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3908991980393","35.3447784473958","36.0831390636941","40.9578422385981","42.1721910581237","49.7981859720305","","","","","31.3454255555528","30.7476149909986","30.8931825659519","27.0416075256242","28.1150884021795","25.4912661708057","25.4424771363127","25.0856377057375","26.6229802253757","29.0317947903988","29.5808791492296","30.3144376031086","29.2621616690719","31.0956428931526","33.9102046771188","36.4070708812393","35.5399006622043","36.4389936839006","35.7740613609537","36.4376279336679","33.1483897571623","34.7812202889856","31.1166081529208","31.9943792990755","",
"Guam","GUM","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Revenu élevé","HIC","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","17.0143078779521","16.006212813517","13.9353234211523","13.7882739223715","13.7614520115511","13.0244884479869","12.8286146046883","","12.7640156925426","14.084522000242","14.4763894965485","","13.3840766555416","11.233919184824","12.6653842773866","11.5303798280508","11.3225652478218","15.2912969778658","14.7380829822184","15.3533387777797","15.6277242419245","14.0241132084709","14.1689833228241","14.8044042839048","15.636430421621","15.4227637532296","15.6154445116888","16.4945546193953","16.7767325452856","16.8527006068357","16.3616101025866","15.7748741876864","15.6363744886489","15.4307669458571","15.6770927840487","15.7296479138045","15.925515798957","15.6128629346047","16.555548119999","16.5323136338639","16.3900232772243","16.6543525983808","15.1540279481524","15.4595293386656","15.4115960594138","16.0930639112516","",
"Chine, RAS de Hong Kong","HKG","Rémunération des employées (% des dépenses)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
