"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.XPN.COMP.ZS","Rémunération des employées (% des dépenses)","La rémunération des employés consiste en l'ensemble des paiements en espèces ainsi qu'en nature (repas et logement) fournis aux employés en échange de leurs services et les cotisations du gouvernement à des régimes sociaux tels que la sécurité sociale et la pension de retraite qui offrent des avantages aux employés.","Annuaire sur les statistiques financières des gouvernements et autres fichiers de données du Fonds monétaire international.",
